description,hit_id,targ_id,target_len,hit_score,hit_evalue,hit_bias,hsp_len,hsp_score,hsp_evalue_cond,hsp_evalue_ind,hsp_bias,output_table
Laribacter_hongkongensis_rplB,NZ_CP022115.1_251/1-275,NZ_CP022115.1_251,276,467.1,3.4e-141,10.1,275,467.0,1.2e-144,3.8e-141,10.1,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Laribacter_hongkongensis_rplB.domtblout
Lautropia_mirabilis_rplB,NZ_LR134378.1_725/1-275,NZ_LR134378.1_725,276,454.6,1.8e-137,9.7,275,454.4,7.8e-141,2e-137,9.7,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Lautropia_mirabilis_rplB.domtblout
Leminorella_grimontii_rplB,NZ_JMPN01000025.1_481/1-273,NZ_JMPN01000025.1_481,275,476.8,4.5e-144,10.3,273,476.6,1.3e-147,5e-144,10.3,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Leminorella_grimontii_rplB.domtblout
Leminorella_richardii_rplB,NZ_LS483470.1_352/1-273,NZ_LS483470.1_352,275,478.0,1.8e-144,10.2,273,477.8,5.7e-148,2.1e-144,10.2,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Leminorella_richardii_rplB.domtblout
Leptotrichia_amnionii_rplB,NZ_CP011280.1_101/1-274,NZ_CP011280.1_101,276,422.1,7.3e-128,5.3,274,421.9,6.4e-131,8.1e-128,5.3,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Leptotrichia_amnionii_rplB.domtblout
Leptotrichia_buccalis_rplB,NC_013192.1_240/1-274,NC_013192.1_240,276,425.9,8.6e-129,3.5,274,425.8,4.2e-132,9.6e-129,3.5,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Leptotrichia_buccalis_rplB.domtblout
Leucobacter_aridicollis_rplB,NZ_QYAE01000002.1_514/1-276,NZ_QYAE01000002.1_514,279,461.3,2.1e-139,9.2,276,461.1,7.1e-143,2.3e-139,9.2,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Leucobacter_aridicollis_rplB.domtblout
Leuconostoc_citreum_rplB,NZ_CP042410.1_1804/1-276,NZ_CP042410.1_1804,278,465.4,6.8e-141,9.3,276,465.2,4e-144,7.6e-141,9.3,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Leuconostoc_citreum_rplB.domtblout
Leuconostoc_gelidum_rplB,NC_018631.1_1655/1-277,NC_018631.1_1655,278,464.5,1.2e-140,8.8,277,464.3,7.4e-144,1.3e-140,8.8,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Leuconostoc_gelidum_rplB.domtblout
Leuconostoc_lactis_rplB,NZ_CP042387.1_767/1-276,NZ_CP042387.1_767,278,464.4,1.3e-140,9.2,276,464.2,7.9e-144,1.4e-140,9.2,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Leuconostoc_lactis_rplB.domtblout
Leuconostoc_mesenteroides_rplB,NZ_CP028251.1_1490/1-276,NZ_CP028251.1_1490,278,460.3,2.5e-139,8.4,276,460.2,1.4e-142,2.8e-139,8.4,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Leuconostoc_mesenteroides_rplB.domtblout
Leuconostoc_pseudomesenteroides_rplB,NZ_CP065993.1_1929/1-276,NZ_CP065993.1_1929,278,460.6,2.1e-139,9.0,276,460.4,1.1e-142,2.4e-139,9.0,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Leuconostoc_pseudomesenteroides_rplB.domtblout
Listeria_marthii_rplB,NZ_JAIQYO010000002.1_428/1-277,NZ_JAIQYO010000002.1_428,278,487.7,1.5e-147,11.6,277,487.6,6.1e-151,1.7e-147,11.6,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Listeria_marthii_rplB.domtblout
Lysinibacillus_fusiformis_rplB,NZ_CP010820.1_174/1-275,NZ_CP010820.1_174,277,481.2,2.7e-145,8.2,275,481.0,6.2e-149,3e-145,8.2,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Lysinibacillus_fusiformis_rplB.domtblout
Lysinibacillus_massiliensis_rplB,NZ_AVCZ01000003.1_149/1-275,NZ_AVCZ01000003.1_149,277,480.1,4.4e-145,9.4,275,480.0,1.3e-148,5e-145,9.4,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Lysinibacillus_massiliensis_rplB.domtblout
Lysinibacillus_sphaericus_rplB,NZ_CP053370.1_4243/1-275,NZ_CP053370.1_4243,277,482.8,8.2e-146,7.9,275,482.6,2e-149,9.2e-146,7.9,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Lysinibacillus_sphaericus_rplB.domtblout
Lysobacter_soli_rplB,NZ_CP046603.1_983/1-274,NZ_CP046603.1_983,276,450.5,4.5e-136,6.9,274,450.3,1.4e-139,5e-136,6.9,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Lysobacter_soli_rplB.domtblout
Macrococcus_caseolyticus_rplB,NZ_CP065729.1_2074/1-275,NZ_CP065729.1_2074,277,484.8,9.7e-147,8.4,275,484.7,4.7e-150,1.1e-146,8.4,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Macrococcus_caseolyticus_rplB.domtblout
Mannheimia_granulomatis_rplB,NZ_CP015030.1_1811/1-271,NZ_CP015030.1_1811,274,471.9,7.7e-143,8.7,271,471.8,4.1e-146,8.6e-143,8.7,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Mannheimia_granulomatis_rplB.domtblout
Marvinbryantia-formatexigens-DSM-14469-MAF-2_rplB,1_3101/1-278,1_3101,282,465.3,1.6e-140,6.9,278,465.1,4.2e-144,1.8e-140,6.9,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Marvinbryantia-formatexigens-DSM-14469-MAF-2_rplB.domtblout
Massilia_aurea_rplB,NZ_JACHBX010000002.1_282/1-274,NZ_JACHBX010000002.1_282,276,454.9,2.5e-137,13.1,274,454.8,6e-141,2.8e-137,13.1,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Massilia_aurea_rplB.domtblout
Megamonas_funiformis_rplB,NZ_AP024966.1_375/1-277,NZ_AP024966.1_375,279,472.0,7.2e-143,6.8,277,471.9,3.7e-146,8e-143,6.8,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Megamonas_funiformis_rplB.domtblout
Megamonas_hypermegale_rplB,NZ_LT906446.1_1433/1-274,NZ_LT906446.1_1433,275,470.9,1.6e-142,4.9,274,470.7,8.3e-146,1.7e-142,4.9,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Megamonas_hypermegale_rplB.domtblout
Megasphaera-elsdenii-14-14-MAF-2_rplB,1_1450/1-275,1_1450,276,471.3,1.3e-142,4.8,275,471.2,6.1e-146,1.5e-142,4.8,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Megasphaera-elsdenii-14-14-MAF-2_rplB.domtblout
Mesorhizobium_jarvisii_rplB,NZ_CP033507.1_4639/1-276,NZ_CP033507.1_4639,278,444.8,4.8e-134,6.2,276,444.6,7.7e-138,5.4e-134,6.2,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Mesorhizobium_jarvisii_rplB.domtblout
Mesorhizobium_loti_rplB,NZ_QGGH01000023.1_6/1-276,NZ_QGGH01000023.1_6,278,443.1,1.6e-133,6.0,276,443.0,2.4e-137,1.8e-133,6.0,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Mesorhizobium_loti_rplB.domtblout
Methylobacterium_adhaesivum_rplB,NZ_BPQD01000019.1_66/1-277,NZ_BPQD01000019.1_66,279,429.8,1.1e-129,5.1,277,429.7,2.7e-133,1.2e-129,5.1,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Methylobacterium_adhaesivum_rplB.domtblout
Methylobacterium_aminovorans_rplB,NZ_BPRC01000028.1_65/1-277,NZ_BPRC01000028.1_65,279,429.7,1.5e-129,3.5,277,429.6,2.9e-133,1.7e-129,3.5,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Methylobacterium_aminovorans_rplB.domtblout
Methylobacterium_brachiatum_rplB,NZ_FOQW01000013.1_200/1-277,NZ_FOQW01000013.1_200,279,430.3,9.9e-130,4.5,277,430.1,2e-133,1.1e-129,4.5,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Methylobacterium_brachiatum_rplB.domtblout
Methylobacterium_mesophilicum_rplB,NZ_BPQU01000006.1_6/1-277,NZ_BPQU01000006.1_6,279,429.4,1.8e-129,4.4,277,429.3,3.6e-133,2.1e-129,4.4,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Methylobacterium_mesophilicum_rplB.domtblout
Methylobacterium_oryzae_rplB,NZ_CP003811.1_2447/1-277,NZ_CP003811.1_2447,279,430.3,1e-129,3.9,277,430.2,1.9e-133,1.1e-129,3.9,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Methylobacterium_oryzae_rplB.domtblout
Methylobacterium_phyllosphaerae_rplB,NZ_CP015367.1_1763/1-277,NZ_CP015367.1_1763,279,430.3,1e-129,3.9,277,430.2,1.9e-133,1.1e-129,3.9,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Methylobacterium_phyllosphaerae_rplB.domtblout
Methylobacterium_populi_rplB,NC_010725.1_2116/1-277,NC_010725.1_2116,279,429.7,1.4e-129,3.5,277,429.6,2.9e-133,1.6e-129,3.5,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Methylobacterium_populi_rplB.domtblout
Methylobacterium_radiotolerans_rplB,NC_010505.1_2219/1-277,NC_010505.1_2219,279,429.0,2.9e-129,3.8,277,428.8,4.9e-133,3.2e-129,3.8,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Methylobacterium_radiotolerans_rplB.domtblout
Methylobacterium_zatmanii_rplB,NZ_NKUI01000047.1_48/1-277,NZ_NKUI01000047.1_48,279,429.7,1.3e-129,3.5,277,429.6,2.9e-133,1.4e-129,3.5,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Methylobacterium_zatmanii_rplB.domtblout
Methyloversatilis_discipulorum_rplB,NZ_AZUP01000001.1_2127/1-274,NZ_AZUP01000001.1_2127,276,462.2,1.3e-139,10.8,274,462.0,3.8e-143,1.5e-139,10.8,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Methyloversatilis_discipulorum_rplB.domtblout
Methyloversatilis_universalis_rplB,NZ_ARWH01000001.1_3579/1-274,NZ_ARWH01000001.1_3579,276,463.5,5.2e-140,11.1,274,463.3,1.5e-143,5.7e-140,11.1,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Methyloversatilis_universalis_rplB.domtblout
Microbacterium_aurum_rplB,NZ_CP018762.1_2846/1-277,NZ_CP018762.1_2846,280,464.8,1.8e-140,9.4,277,464.7,5.9e-144,2e-140,9.4,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Microbacterium_aurum_rplB.domtblout
Microbacterium_chocolatum_rplB,NZ_KQ440284.1_87/1-277,NZ_KQ440284.1_87,280,466.4,5e-141,8.9,277,466.3,1.9e-144,5.5e-141,8.9,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Microbacterium_chocolatum_rplB.domtblout
Microbacterium_foliorum_rplB,NZ_CP031425.1_2593/1-277,NZ_CP031425.1_2593,280,464.3,2.5e-140,9.0,277,464.2,8.5e-144,2.8e-140,9.0,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Microbacterium_foliorum_rplB.domtblout
Microbacterium_ginsengisoli_rplB,NZ_JYIY01000064.1_32/1-277,NZ_JYIY01000064.1_32,280,463.9,3e-140,8.5,277,463.8,1.1e-143,3.3e-140,8.5,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Microbacterium_ginsengisoli_rplB.domtblout
Microbacterium_gubbeenense_rplB,NZ_AUGQ01000005.1_236/1-276,NZ_AUGQ01000005.1_236,280,456.9,4e-138,7.4,276,456.8,1.5e-141,4.4e-138,7.4,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Microbacterium_gubbeenense_rplB.domtblout
Microbacterium_hydrocarbonoxydans_rplB,NZ_BCRF01000020.1_35/1-277,NZ_BCRF01000020.1_35,280,465.1,1.4e-140,9.5,277,465.0,4.7e-144,1.6e-140,9.5,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Microbacterium_hydrocarbonoxydans_rplB.domtblout
Microbacterium_lacticum_rplB,NZ_VFPS01000007.1_87/1-277,NZ_VFPS01000007.1_87,280,465.7,8.7e-141,9.7,277,465.5,3.2e-144,9.7e-141,9.7,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Microbacterium_lacticum_rplB.domtblout
Microbacterium_mitrae_rplB,NZ_VRSW01000001.1_950/1-277,NZ_VRSW01000001.1_950,280,458.3,1.4e-138,11.0,277,458.1,5.8e-142,1.5e-138,11.0,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Microbacterium_mitrae_rplB.domtblout
Microbacterium_oleivorans_rplB,NZ_CP031421.1_2440/1-277,NZ_CP031421.1_2440,280,464.9,1.5e-140,8.5,277,464.7,5.7e-144,1.6e-140,8.5,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Microbacterium_oleivorans_rplB.domtblout
Microbacterium_paraoxydans_rplB,NZ_LT629770.1_1328/1-277,NZ_LT629770.1_1328,280,464.5,2.2e-140,9.2,277,464.4,7.2e-144,2.5e-140,9.2,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Microbacterium_paraoxydans_rplB.domtblout
Microbacterium_phyllosphaerae_rplB,NZ_JAGIOA010000001.1_3186/1-277,NZ_JAGIOA010000001.1_3186,280,463.6,4.5e-140,9.0,277,463.4,1.4e-143,5e-140,9.0,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Microbacterium_phyllosphaerae_rplB.domtblout
Microbacterium_schleiferi_rplB,NZ_JAJGNI010000002.1_150/1-277,NZ_JAJGNI010000002.1_150,280,463.4,4.2e-140,10.3,277,463.2,1.6e-143,4.7e-140,10.3,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Microbacterium_schleiferi_rplB.domtblout
Microbacterium_testaceum_rplB,NZ_BJML01000001.1_12/1-277,NZ_BJML01000001.1_12,280,464.7,1.9e-140,8.6,277,464.6,6.2e-144,2.1e-140,8.6,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Microbacterium_testaceum_rplB.domtblout
Micrococcus_cohnii_rplB,NZ_JACHNA010000001.1_1233/1-277,NZ_JACHNA010000001.1_1233,280,453.6,2.8e-137,9.7,277,453.5,1.5e-140,3.1e-137,9.7,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Micrococcus_cohnii_rplB.domtblout
Micrococcus_endophyticus_rplB,NZ_JACHMW010000001.1_152/1-277,NZ_JACHMW010000001.1_152,280,455.7,8e-138,10.7,277,455.5,3.6e-141,8.9e-138,10.7,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Micrococcus_endophyticus_rplB.domtblout
Micrococcus_luteus_rplB,NZ_CP082331.1_1625/1-277,NZ_CP082331.1_1625,280,456.7,3.6e-138,10.2,277,456.6,1.7e-141,4e-138,10.2,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Micrococcus_luteus_rplB.domtblout
Micrococcus_lylae_rplB,NZ_FUKP01000018.1_65/1-277,NZ_FUKP01000018.1_65,280,455.6,7.8e-138,10.0,277,455.5,3.8e-141,8.7e-138,10.0,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Micrococcus_lylae_rplB.domtblout
Microlunatus_phosphovorus_rplB,NC_015635.1_1077/1-277,NC_015635.1_1077,279,455.4,2e-137,8.5,277,455.3,4.3e-141,2.2e-137,8.5,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Microlunatus_phosphovorus_rplB.domtblout
Micromonospora_aurantiaca_rplB,NC_014391.1_5523/1-277,NC_014391.1_5523,280,452.5,1.9e-136,8.7,277,452.4,3.3e-140,2.1e-136,8.7,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Micromonospora_aurantiaca_rplB.domtblout
Microvirga_aerophila_rplB,NZ_QOIO01000044.1_54/1-277,NZ_QOIO01000044.1_54,279,437.5,6.9e-132,6.4,277,437.3,1.2e-135,7.6e-132,6.4,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Microvirga_aerophila_rplB.domtblout
Microvirga_massiliensis_rplB,NZ_LN811355.1_354/1-279,NZ_LN811355.1_354,282,431.9,5e-130,8.4,279,431.8,6.2e-134,5.6e-130,8.4,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Microvirga_massiliensis_rplB.domtblout
Microvirgula_aerodenitrificans_rplB,NZ_CP028519.1_980/1-275,NZ_CP028519.1_980,276,464.4,2.7e-140,8.9,275,464.3,7.9e-144,3e-140,8.9,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Microvirgula_aerodenitrificans_rplB.domtblout
Mitsuokella_jalaludinii_rplB,NZ_CYYU01000001.1_355/1-274,NZ_CYYU01000001.1_355,276,472.4,5.5e-143,6.9,274,472.3,2.9e-146,6.2e-143,6.9,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Mitsuokella_jalaludinii_rplB.domtblout
Mitsuokella-multacida-DSM-20544-MAF-2_rplB,1_1583/1-274,1_1583,276,472.6,5.2e-143,6.5,274,472.4,2.5e-146,5.8e-143,6.5,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Mitsuokella-multacida-DSM-20544-MAF-2_rplB.domtblout
Mobiluncus_curtisii_rplB,NC_014246.1_335/1-276,NC_014246.1_335,279,459.8,3.3e-139,9.9,276,459.6,2e-142,3.7e-139,9.9,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Mobiluncus_curtisii_rplB.domtblout
Moellerella_wisconsensis_rplB,NZ_CP093242.1_2956/1-273,NZ_CP093242.1_2956,275,476.1,6.7e-144,9.0,273,476.0,2.1e-147,7.4e-144,9.0,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Moellerella_wisconsensis_rplB.domtblout
Mogibacterium_diversum_rplB,NZ_CP027228.1_1211/1-276,NZ_CP027228.1_1211,278,466.3,3.3e-141,10.1,276,466.1,2.1e-144,3.6e-141,10.1,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Mogibacterium_diversum_rplB.domtblout
Mogibacterium_pumilum_rplB,NZ_CP016199.1_164/1-276,NZ_CP016199.1_164,278,467.8,1.2e-141,10.0,276,467.6,7.6e-145,1.3e-141,10.0,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Mogibacterium_pumilum_rplB.domtblout
Mogibacterium_timidum_rplB,NZ_JALU01000021.1_22/1-276,NZ_JALU01000021.1_22,278,467.5,1.3e-141,9.5,276,467.3,9.2e-145,1.5e-141,9.5,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Mogibacterium_timidum_rplB.domtblout
Moraxella_catarrhalis_rplB,NZ_CP018059.1_70/1-275,NZ_CP018059.1_70,276,458.4,8.7e-139,9.2,275,458.3,5.3e-142,9.7e-139,9.2,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Moraxella_catarrhalis_rplB.domtblout
Moraxella_osloensis_rplB,NZ_CP014234.1_867/1-275,NZ_CP014234.1_867,277,455.7,7.4e-138,11.1,275,455.6,3.5e-141,8.2e-138,11.1,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Moraxella_osloensis_rplB.domtblout
Morganella_morganii_rplB,NZ_LR699007.1_172/1-273,NZ_LR699007.1_172,275,474.9,1.6e-143,10.7,273,474.8,5e-147,1.8e-143,10.7,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Morganella_morganii_rplB.domtblout
Murimonas_intestini_rplB,NZ_CABJAT010000002.1_332/1-277,NZ_CABJAT010000002.1_332,281,461.1,3.6e-139,7.0,277,460.9,8.2e-143,4e-139,7.0,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Murimonas_intestini_rplB.domtblout
Mycobacterium_abscessus_rplB,NZ_CP034181.1_1007/1-276,NZ_CP034181.1_1007,279,452.7,1.3e-136,8.9,276,452.6,2.8e-140,1.4e-136,8.9,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Mycobacterium_abscessus_rplB.domtblout
Mycobacterium_aubagnense_rplB,NZ_POTN01000046.1_83/1-277,NZ_POTN01000046.1_83,280,454.4,4.9e-137,9.5,277,454.2,9.1e-141,5.5e-137,9.5,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Mycobacterium_aubagnense_rplB.domtblout
Mycobacterium_avium_rplB,NZ_AUZQ01000010.1_21/1-277,NZ_AUZQ01000010.1_21,281,455.6,1.6e-137,8.9,277,455.4,3.9e-141,1.8e-137,8.9,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Mycobacterium_avium_rplB.domtblout
Mycobacterium_florentinum_rplB,NZ_AP022576.1_2547/1-277,NZ_AP022576.1_2547,281,456.1,1.4e-137,9.7,277,456.0,2.6e-141,1.5e-137,9.7,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Mycobacterium_florentinum_rplB.domtblout
Mycobacterium_fortuitum_rplB,NZ_CP011269.1_1408/1-276,NZ_CP011269.1_1408,279,456.7,9.3e-138,9.4,276,456.6,1.7e-141,1e-137,9.4,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Mycobacterium_fortuitum_rplB.domtblout
Mycoplasma_pneumoniae_rplB,NZ_LR214945.1_1026/1-285,NZ_LR214945.1_1026,288,389.2,8.6e-118,7.4,285,389.0,6.7e-121,9.5e-118,7.4,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Mycoplasma_pneumoniae_rplB.domtblout
Negativicoccus_succinicivorans_rplB,NZ_JACHHI010000004.1_6/1-275,NZ_JACHHI010000004.1_6,276,467.3,1.3e-141,6.2,275,467.1,1.1e-144,1.5e-141,6.2,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Negativicoccus_succinicivorans_rplB.domtblout
Neisseria_cinerea_rplB,NZ_LS483369.1_1593/1-275,NZ_LS483369.1_1593,278,463.3,2.7e-140,12.1,275,463.1,3.5e-143,3e-140,12.1,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Neisseria_cinerea_rplB.domtblout
Neisseria_cinerea_rplB,NZ_LS483369.1_706/49-101,NZ_LS483369.1_706,208,13.1,0.004,0.0,53,12.8,5.7e-06,0.0049,0.0,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Neisseria_cinerea_rplB.domtblout
Neisseria_elongata_rplB,NZ_CP031252.1_1578/1-275,NZ_CP031252.1_1578,278,462.0,8.8e-140,13.5,275,461.8,1.3e-142,9.8e-140,13.5,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Neisseria_elongata_rplB.domtblout
Neisseria_elongata_rplB,NZ_CP031252.1_497/49-101,NZ_CP031252.1_497,207,13.1,0.0051,0.0,53,12.7,9.5e-06,0.0071,0.0,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Neisseria_elongata_rplB.domtblout
Neisseria_flavescens_rplB,NZ_CP039886.1_1911/1-275,NZ_CP039886.1_1911,278,464.5,1.4e-140,11.5,275,464.4,7.3e-144,1.6e-140,11.5,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Neisseria_flavescens_rplB.domtblout
Neisseria_macacae_rplB,NZ_CP094241.1_2458/1-275,NZ_CP094241.1_2458,278,465.3,9.4e-141,11.6,275,465.2,4.1e-144,1e-140,11.6,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Neisseria_macacae_rplB.domtblout
Neisseria_mucosa_rplB,NZ_UGRT01000001.1_1159/1-275,NZ_UGRT01000001.1_1159,278,465.3,9.3e-141,11.6,275,465.2,4.1e-144,1e-140,11.6,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Neisseria_mucosa_rplB.domtblout
Neisseria_sicca_rplB,NZ_CP072524.1_1743/1-275,NZ_CP072524.1_1743,278,465.3,8.5e-141,11.6,275,465.2,4.1e-144,9.4e-141,11.6,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Neisseria_sicca_rplB.domtblout
Neisseria_subflava_rplB,NZ_CP039887.1_1685/1-275,NZ_CP039887.1_1685,278,465.4,7.1e-141,11.8,275,465.3,3.8e-144,7.9e-141,11.8,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Neisseria_subflava_rplB.domtblout
Nevskia_ramosa_rplB,NZ_ATVI01000013.1_6/1-276,NZ_ATVI01000013.1_6,277,465.6,1.3e-140,6.8,276,465.4,3.5e-144,1.4e-140,6.8,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Nevskia_ramosa_rplB.domtblout
