"","strain","hit_score.atoA","hit_id.atoA","description.atoA","hit_score.atoD","hit_id.atoD","description.atoD","hit_score.bcd","hit_id.bcd","description.bcd","hit_score.kce","hit_id.kce","description.kce","hit_score.kal","hit_id.kal","description.kal","hit_score.kamA","hit_id.kamA","description.kamA","hit_score.kamD","hit_id.kamD","description.kamD","hit_score.kamE","hit_id.kamE","description.kamE","hit_score.kdd","hit_id.kdd","description.kdd","pathway","hit_score.thl","hit_id.thl","description.thl","hit_score.cro","hit_id.cro","description.cro","hit_score.hbd","hit_id.hbd","description.hbd","hit_score.ptb","hit_id.ptb","description.ptb","hit_score.buk","hit_id.buk","description.buk","hit_score.but","hit_id.but","description.but","hit_score.gcdA","hit_id.gcdA","description.gcdA","hit_score.gcdB","hit_id.gcdB","description.gcdB","hit_score.gctA","hit_id.gctA","description.gctA","hit_score.gctB","hit_id.gctB","description.gctB","hit_score.hgdA","hit_id.hgdA","description.hgdA","hit_score.hgdB","hit_id.hgdB","description.hgdB","hit_score.hgdC","hit_id.hgdC","description.hgdC","hit_score.abfD","hit_id.abfD","description.abfD","hit_score.abfT","hit_id.abfT","description.abfT","hit_score.abfH","hit_id.abfH","description.abfH"
"178","Virgibacillus_proomii",NA,NA,NA,NA,NA,NA,725.7,"NZ_FUFN01000009.1_645/1-378","Virgibacillus_proomii_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_buk",648.2,"NZ_FUFN01000009.1_648/1-392","Virgibacillus_proomii_thl",416.9,"NZ_FUFN01000010.1_744/1-257","Virgibacillus_proomii_cro",466.1,"NZ_FUFN01000009.1_647/1-284","Virgibacillus_proomii_hbd",417.1,"NZ_FUFN01000010.1_1887/1-303","Virgibacillus_proomii_ptb",564.8,"NZ_FUFN01000010.1_1885/5-357","Virgibacillus_proomii_buk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","Wautersiella_falsenii",NA,NA,NA,NA,NA,NA,619.5,"NZ_CP040908.1_2500/1-377","Wautersiella_falsenii_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acetylCoA_but",550.6,"NZ_CP040908.1_852/1-391","Wautersiella_falsenii_thl",421.4,"NZ_CP040908.1_200/1-258","Wautersiella_falsenii_cro",437.2,"NZ_CP040908.1_2890/1-289","Wautersiella_falsenii_hbd",NA,NA,NA,NA,NA,NA,392.1,"NZ_CP040908.1_2249/2-414","Wautersiella_falsenii_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","Acidaminococcus-intestini-D21-MAF-2",NA,NA,NA,NA,NA,NA,901,"1_456/1-633","Acidaminococcus-intestini-D21-MAF-2_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"glutarate_buk",NA,NA,NA,NA,NA,NA,NA,NA,NA,286.4,"1_1194/1-257","Acidaminococcus-intestini-D21-MAF-2_ptb",478,"1_1192/3-356","Acidaminococcus-intestini-D21-MAF-2_buk",741.6,"1_1374/1-449","Acidaminococcus-intestini-D21-MAF-2_but",1178.5,"1_209/1-586","Acidaminococcus-intestini-D21-MAF-2_gcdA",561,"1_208/1-264","Acidaminococcus-intestini-D21-MAF-2_gcdB",611.3,"1_207/1-318","Acidaminococcus-intestini-D21-MAF-2_gctA",561,"1_208/1-264","Acidaminococcus-intestini-D21-MAF-2_gctB",808.7,"1_211/2-476","Acidaminococcus-intestini-D21-MAF-2_hgdA",671.7,"1_212/1-378","Acidaminococcus-intestini-D21-MAF-2_hgdB",478.4,"1_210/1-260","Acidaminococcus-intestini-D21-MAF-2_hgdC",NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","Acidaminococcus_fermentans",NA,NA,NA,NA,NA,NA,908.2,"NC_013740.1_1545/1-633","Acidaminococcus_fermentans_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"glutarate_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473.7,"NC_013740.1_80/3-436","Acidaminococcus_fermentans_but",1143.1,"NC_013740.1_1789/1-587","Acidaminococcus_fermentans_gcdA",551.5,"NC_013740.1_1790/1-264","Acidaminococcus_fermentans_gcdB",604.5,"NC_013740.1_1791/1-319","Acidaminococcus_fermentans_gctA",551.5,"NC_013740.1_1790/1-264","Acidaminococcus_fermentans_gctB",808.9,"NC_013740.1_1787/2-475","Acidaminococcus_fermentans_hgdA",661.8,"NC_013740.1_1786/1-378","Acidaminococcus_fermentans_hgdB",465.5,"NC_013740.1_1788/1-260","Acidaminococcus_fermentans_hgdC",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","Clostridium-sp-M62-1-MAF-2",NA,NA,NA,NA,NA,NA,760.5,"1_731/1-384","Clostridium-sp-M62-1-MAF-2_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"glutarate_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,819.4,"1_727/1-447","Clostridium-sp-M62-1-MAF-2_but",1088.8,"1_2383/1-588","Clostridium-sp-M62-1-MAF-2_gcdA",532,"1_2384/1-265","Clostridium-sp-M62-1-MAF-2_gcdB",570.2,"1_2385/3-320","Clostridium-sp-M62-1-MAF-2_gctA",532,"1_2384/1-265","Clostridium-sp-M62-1-MAF-2_gctB",814.8,"1_2381/2-477","Clostridium-sp-M62-1-MAF-2_hgdA",684.7,"1_2380/1-380","Clostridium-sp-M62-1-MAF-2_hgdB",470.3,"1_2382/1-261","Clostridium-sp-M62-1-MAF-2_hgdC",NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","Filifactor_alocis",NA,NA,NA,NA,NA,NA,916.8,"NC_016630.1_844/1-636","Filifactor_alocis_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"glutarate_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,437,"NC_016630.1_1333/1-424","Filifactor_alocis_but",1127.1,"NC_016630.1_835/1-585","Filifactor_alocis_gcdA",558.1,"NC_016630.1_836/1-265","Filifactor_alocis_gcdB",615.1,"NC_016630.1_837/1-316","Filifactor_alocis_gctA",558.1,"NC_016630.1_836/1-265","Filifactor_alocis_gctB",846.6,"NC_016630.1_833/1-422","Filifactor_alocis_hgdA",679.6,"NC_016630.1_832/1-381","Filifactor_alocis_hgdB",475.7,"NC_016630.1_834/4-262","Filifactor_alocis_hgdC",NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","Kallipyga_massiliensis",NA,NA,NA,NA,NA,NA,864.7,"NZ_HE978585.1_693/4-634","Kallipyga_massiliensis_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"glutarate_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,661.2,"NZ_HE978585.1_673/3-449","Kallipyga_massiliensis_but",1127.8,"NZ_HE978585.1_1022/3-584","Kallipyga_massiliensis_gcdA",521.5,"NZ_HE978585.1_1021/1-262","Kallipyga_massiliensis_gcdB",583.8,"NZ_HE978585.1_1020/1-337","Kallipyga_massiliensis_gctA",521.5,"NZ_HE978585.1_1021/1-262","Kallipyga_massiliensis_gctB",811.5,"NZ_HE978585.1_1023/11-422","Kallipyga_massiliensis_hgdA",646.5,"NZ_HE978585.1_1024/1-384","Kallipyga_massiliensis_hgdB",444.4,"NZ_HE978585.1_1025/2-258","Kallipyga_massiliensis_hgdC",NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","Peptoniphilus_asaccharolyticus",NA,NA,NA,NA,NA,NA,900.4,"NZ_JAETXN010000001.1_554/1-636","Peptoniphilus_asaccharolyticus_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"glutarate_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,720.6,"NZ_JAETXN010000001.1_1370/1-446","Peptoniphilus_asaccharolyticus_but",1157.3,"NZ_JAETXN010000001.1_52/1-586","Peptoniphilus_asaccharolyticus_gcdA",553,"NZ_JAETXN010000001.1_51/1-264","Peptoniphilus_asaccharolyticus_gcdB",624.7,"NZ_JAETXN010000001.1_50/1-318","Peptoniphilus_asaccharolyticus_gctA",553,"NZ_JAETXN010000001.1_51/1-264","Peptoniphilus_asaccharolyticus_gctB",835.1,"NZ_JAETXN010000001.1_54/1-422","Peptoniphilus_asaccharolyticus_hgdA",663.4,"NZ_JAETXN010000001.1_55/1-381","Peptoniphilus_asaccharolyticus_hgdB",486.6,"NZ_JAETXN010000001.1_53/4-262","Peptoniphilus_asaccharolyticus_hgdC",NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","Peptoniphilus_grossensis",NA,NA,NA,NA,NA,NA,893.6,"NZ_HE978566.1_597/5-638","Peptoniphilus_grossensis_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"glutarate_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,738.3,"NZ_HE978566.1_546/1-447","Peptoniphilus_grossensis_but",1164.2,"NZ_HE978568.1_103/1-586","Peptoniphilus_grossensis_gcdA",554.6,"NZ_HE978568.1_104/1-265","Peptoniphilus_grossensis_gcdB",617.1,"NZ_HE978568.1_105/1-317","Peptoniphilus_grossensis_gctA",554.6,"NZ_HE978568.1_104/1-265","Peptoniphilus_grossensis_gctB",854.6,"NZ_HE978568.1_101/1-420","Peptoniphilus_grossensis_hgdA",685.1,"NZ_HE978568.1_100/1-382","Peptoniphilus_grossensis_hgdB",492.1,"NZ_HE978568.1_102/4-264","Peptoniphilus_grossensis_hgdC",NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","Peptoniphilus_harei",NA,NA,NA,NA,NA,NA,894,"NZ_LR134524.1_964/5-638","Peptoniphilus_harei_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"glutarate_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,741.2,"NZ_LR134524.1_645/1-447","Peptoniphilus_harei_but",1178.7,"NZ_LR134524.1_172/1-586","Peptoniphilus_harei_gcdA",559.6,"NZ_LR134524.1_171/1-265","Peptoniphilus_harei_gcdB",621.2,"NZ_LR134524.1_170/1-319","Peptoniphilus_harei_gctA",559.6,"NZ_LR134524.1_171/1-265","Peptoniphilus_harei_gctB",857.1,"NZ_LR134524.1_174/1-422","Peptoniphilus_harei_hgdA",690,"NZ_LR134524.1_175/1-382","Peptoniphilus_harei_hgdB",495.5,"NZ_LR134524.1_173/4-264","Peptoniphilus_harei_hgdC",NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","Peptoniphilus_indolicus",NA,NA,NA,NA,NA,NA,892.7,"NZ_UGTH01000001.1_1504/1-636","Peptoniphilus_indolicus_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"glutarate_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,728.4,"NZ_UGTH01000001.1_204/1-446","Peptoniphilus_indolicus_but",1157,"NZ_UGTH01000001.1_1059/1-586","Peptoniphilus_indolicus_gcdA",555.5,"NZ_UGTH01000001.1_1060/1-265","Peptoniphilus_indolicus_gcdB",628.6,"NZ_UGTH01000001.1_1061/1-318","Peptoniphilus_indolicus_gctA",555.5,"NZ_UGTH01000001.1_1060/1-265","Peptoniphilus_indolicus_gctB",836.4,"NZ_UGTH01000001.1_1057/1-422","Peptoniphilus_indolicus_hgdA",665.8,"NZ_UGTH01000001.1_1056/1-381","Peptoniphilus_indolicus_hgdB",487.9,"NZ_UGTH01000001.1_1058/4-263","Peptoniphilus_indolicus_hgdC",NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","Peptoniphilus_lacrimalis",NA,NA,NA,NA,NA,NA,898.6,"NZ_UGSZ01000001.1_796/2-635","Peptoniphilus_lacrimalis_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"glutarate_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,698.8,"NZ_UGSZ01000001.1_1208/1-447","Peptoniphilus_lacrimalis_but",1159.1,"NZ_UGSZ01000001.1_393/1-584","Peptoniphilus_lacrimalis_gcdA",545.8,"NZ_UGSZ01000001.1_392/1-265","Peptoniphilus_lacrimalis_gcdB",606.8,"NZ_UGSZ01000001.1_391/1-319","Peptoniphilus_lacrimalis_gctA",545.8,"NZ_UGSZ01000001.1_392/1-265","Peptoniphilus_lacrimalis_gctB",843.7,"NZ_UGSZ01000001.1_395/7-422","Peptoniphilus_lacrimalis_hgdA",674.3,"NZ_UGSZ01000001.1_396/5-386","Peptoniphilus_lacrimalis_hgdB",482,"NZ_UGSZ01000001.1_394/4-263","Peptoniphilus_lacrimalis_hgdC",NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","Peptoniphilus_senegalensis",NA,NA,NA,NA,NA,NA,884.8,"NZ_HE610717.1_573/5-637","Peptoniphilus_senegalensis_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"glutarate_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,740.7,"NZ_HE610717.1_180/1-447","Peptoniphilus_senegalensis_but",1166,"NZ_HE610718.1_702/1-586","Peptoniphilus_senegalensis_gcdA",555.5,"NZ_HE610718.1_701/1-265","Peptoniphilus_senegalensis_gcdB",612.1,"NZ_HE610718.1_700/1-317","Peptoniphilus_senegalensis_gctA",555.5,"NZ_HE610718.1_701/1-265","Peptoniphilus_senegalensis_gctB",855.4,"NZ_HE610718.1_704/1-420","Peptoniphilus_senegalensis_hgdA",681.5,"NZ_HE610718.1_705/1-382","Peptoniphilus_senegalensis_hgdB",490.6,"NZ_HE610718.1_703/4-264","Peptoniphilus_senegalensis_hgdC",NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","Peptoniphilus_timonensis",NA,NA,NA,NA,NA,NA,894.9,"NZ_HE978593.1_716/5-638","Peptoniphilus_timonensis_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"glutarate_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,739.1,"NZ_HE978593.1_317/1-447","Peptoniphilus_timonensis_but",1169.2,"NZ_HE978598.1_37/1-586","Peptoniphilus_timonensis_gcdA",552.5,"NZ_HE978598.1_38/1-265","Peptoniphilus_timonensis_gcdB",614.1,"NZ_HE978598.1_39/1-319","Peptoniphilus_timonensis_gctA",552.5,"NZ_HE978598.1_38/1-265","Peptoniphilus_timonensis_gctB",855.9,"NZ_HE978598.1_35/1-422","Peptoniphilus_timonensis_hgdA",687.8,"NZ_HE978598.1_34/1-382","Peptoniphilus_timonensis_hgdB",495.7,"NZ_HE978598.1_36/4-264","Peptoniphilus_timonensis_hgdC",NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","Anaerofustis_stercorihominis",NA,NA,NA,NA,NA,NA,908.6,"NZ_DS560017.1_41/1-633","Anaerofustis_stercorihominis_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aminobutyrate_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801.5,"NZ_DS560018.1_127/1-447","Anaerofustis_stercorihominis_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901.4,"NZ_DS560019.1_166/1-482","Anaerofustis_stercorihominis_abfD",726.1,"NZ_DS560019.1_167/1-431","Anaerofustis_stercorihominis_abfT",541.4,"NZ_DS560015.1_242/1-370","Anaerofustis_stercorihominis_abfH"
"193","Anaerostipes-caccae-DSM-14662-MAF-2",NA,NA,NA,NA,NA,NA,935.4,"1_1026/1-632","Anaerostipes-caccae-DSM-14662-MAF-2_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aminobutyrate_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,818.2,"1_2066/1-446","Anaerostipes-caccae-DSM-14662-MAF-2_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,903.5,"1_2471/1-483","Anaerostipes-caccae-DSM-14662-MAF-2_abfD",724.2,"1_2639/9-436","Anaerostipes-caccae-DSM-14662-MAF-2_abfT",560.5,"1_2640/1-371","Anaerostipes-caccae-DSM-14662-MAF-2_abfH"
"194","Butyricicoccus_pullicaecorum",NA,NA,NA,NA,NA,NA,920.5,"NZ_NFKK01000010.1_9/1-635","Butyricicoccus_pullicaecorum_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aminobutyrate_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,776.9,"NZ_NFKK01000027.1_12/1-446","Butyricicoccus_pullicaecorum_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,891.5,"NZ_NFKK01000003.1_20/1-480","Butyricicoccus_pullicaecorum_abfD",685.1,"NZ_NFKK01000005.1_65/1-431","Butyricicoccus_pullicaecorum_abfT",511.7,"NZ_NFKK01000003.1_21/13-391","Butyricicoccus_pullicaecorum_abfH"
"195","Clostridioides_difficile",NA,NA,NA,NA,NA,NA,787.7,"NZ_CP076401.1_934/3-378","Clostridioides_difficile_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aminobutyrate_buk",NA,NA,NA,NA,NA,NA,NA,NA,NA,476,"NZ_CP076401.1_121/1-299","Clostridioides_difficile_ptb",605.7,"NZ_CP076401.1_122/5-357","Clostridioides_difficile_buk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,965.8,"NZ_CP076401.1_2185/1-494","Clostridioides_difficile_abfD",782.6,"NZ_CP076401.1_2183/1-435","Clostridioides_difficile_abfT",649.2,"NZ_CP076401.1_2182/1-372","Clostridioides_difficile_abfH"
"196","Clostridium_beijerinckii",NA,NA,NA,NA,NA,NA,937.6,"NZ_CP073653.1_5087/1-634","Clostridium_beijerinckii_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aminobutyrate_buk",NA,NA,NA,NA,NA,NA,NA,NA,NA,479.3,"NZ_CP073653.1_211/1-301","Clostridium_beijerinckii_ptb",603.9,"NZ_CP073653.1_3987/1-356","Clostridium_beijerinckii_buk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,952.3,"NZ_CP073653.1_2090/1-484","Clostridium_beijerinckii_abfD",805.1,"NZ_CP073653.1_2093/5-436","Clostridium_beijerinckii_abfT",473.7,"NZ_CP073653.1_4922/1-325","Clostridium_beijerinckii_abfH"
"197","Clostridium_difficile",NA,NA,NA,NA,NA,NA,787.7,"NZ_CP076401.1_934/3-378","Clostridium_difficile_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aminobutyrate_buk",NA,NA,NA,NA,NA,NA,NA,NA,NA,476,"NZ_CP076401.1_121/1-299","Clostridium_difficile_ptb",605.7,"NZ_CP076401.1_122/5-357","Clostridium_difficile_buk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,965.8,"NZ_CP076401.1_2185/1-494","Clostridium_difficile_abfD",782.6,"NZ_CP076401.1_2183/1-435","Clostridium_difficile_abfT",649.2,"NZ_CP076401.1_2182/1-372","Clostridium_difficile_abfH"
"198","Clostridium_populeti",NA,NA,NA,NA,NA,NA,780.1,"NZ_FOYZ01000005.1_108/1-378","Clostridium_populeti_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aminobutyrate_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,803.9,"NZ_FOYZ01000005.1_104/1-445","Clostridium_populeti_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901.5,"NZ_FOYZ01000004.1_137/1-483","Clostridium_populeti_abfD",729.6,"NZ_FOYZ01000004.1_139/1-433","Clostridium_populeti_abfT",569.3,"NZ_FOYZ01000019.1_9/1-370","Clostridium_populeti_abfH"
"199","Clostridium_sardiniense",NA,NA,NA,NA,NA,NA,788.6,"NZ_JAIKTU010000003.1_86/1-377","Clostridium_sardiniense_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aminobutyrate_buk",NA,NA,NA,NA,NA,NA,NA,NA,NA,478.4,"NZ_JAIKTU010000003.1_185/1-300","Clostridium_sardiniense_ptb",588.5,"NZ_JAIKTU010000003.1_184/1-355","Clostridium_sardiniense_buk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925.5,"NZ_JAIKTU010000005.1_109/1-483","Clostridium_sardiniense_abfD",774.7,"NZ_JAIKTU010000005.1_108/1-432","Clostridium_sardiniense_abfT",609.9,"NZ_JAIKTU010000005.1_104/1-372","Clostridium_sardiniense_abfH"
"200","Clostridium_symbiosum",NA,NA,NA,NA,NA,NA,920.8,"NZ_VWSY01000001.1_543/1-637","Clostridium_symbiosum_bcd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aminobutyrate_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,816.7,"NZ_VWSY01000001.1_2158/1-446","Clostridium_symbiosum_but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,916.6,"NZ_VWSY01000002.1_284/1-483","Clostridium_symbiosum_abfD",710.4,"NZ_VWSY01000002.1_283/1-428","Clostridium_symbiosum_abfT",602.2,"NZ_VWSY01000002.1_279/2-371","Clostridium_symbiosum_abfH"
